Aspect_ratio,Avg_rating,Budget,Certificate,Country_of_origin,Director,Genres,Language,Production_companies,Release_date,Runtime,Sound_mix,Stars,Title,Writer,critic_reviews,description,id,total_ratings,user_reviews
,6.2,,,France,Alice Guy,,None,,,,Silent,,Arrivée de Pierette et Pierrot,,,,tt00000271,12,
,4.9,,,United Kingdom,Robert W. Paul,"Short , Documentary",None,,,,Silent,,Army Life,,1,,tt00000269,119,2
,,,,France,Alice Guy,,None,,,,Silent,,Arrivée d'Arléquin,,,,tt00000270,,
1.33 : 1,5.5,,,United Kingdom,James Williamson,"Short , Action , Crime , Drama , War",None,,November 1900 (United Kingdom),4min,Silent,"Mr. James , Mr. Lepard , Florence Williamson",Attack on a China Mission,James Williamson,2,"The titles tell us this film is based on an incident in the Boxer Rebellion. A man tries to defend a woman and a large house against Chinese attackers. They attack with swords, guns, and pad...",tt00000273,554,10
,,,,France,Alice Guy,,None,,,,Silent,,L'arléquine,,,,tt00000268,,
,,,,France,Alice Guy,,None,,,,Silent,,L'angélus,,,,tt00000267,,
,6.9,,,France,Alice Guy,,None,,,,Silent,,Bataille d'oreillers,,,,tt00000276,31,
1.36 : 1,4.3,,,United States,,"Short , Comedy",None,,November 1900 (United States),,Silent,,Above the Limit,,,"A man seems to be at the races, rooting for his favorite number.",tt00000265,134,
,,,,France,Alice Guy,"Short , Comedy",None,,,,Silent,,Transformations,,,,tt00000260,,
,5.6,,,France,Georges Méliès,"Short , Comedy , Horror",None,"Georges Méliès , Star-Film",,1min,Silent,,Un bon lit,,,A sleeping apartment of a friend who retires for the night. The rays of the moon are shining upon the bed through the window. He is suddenly awakened by a bug of gigantic proportions crawlin...,tt00000261,59,
1.36 : 1,7.6,,,United States,,"Documentary , Short",None,,,,Silent,,Above the Speedway,,,"An interesting view, showing members of the New York Driving Club, and well-known horses warming up on New York's famous drive.",tt00000266,20,
,,,,France,Alice Guy,"Short , Comedy",None,,,,Silent,,Un lunch,,,,tt00000262,,
,,,,Spain,,"Documentary , Short",None,,"May 13, 1899 (Spain)",,Silent,,"Vista de la entrada principal de la plaza de toros de Jerez, el segundo día de feria",,,,tt00000263,,
,5.7,,,France,Georges Méliès,"Short , Fantasy , Horror",None,,1899 (France),1min,Silent,,Évocation spirite,,1,A magician presents a wreath which in turn transforms into other things.,tt00000264,402,6
,,,,France,Alice Guy,"Short , Comedy",None,,,,Silent,,Le tonnelier,,,,tt00000259,,
,,,,France,Alice Guy,"Short , Comedy",None,,,,Silent,,Le tondeur de chiens,,,,tt00000258,,
1.36 : 1,4.7,,,United States,,"Documentary , Short",None,,,,Silent,,Panorama from the Tower of the Brooklyn Bridge,,,"Filmed from the Brooklyn tower of the bridge, this is a panorama starting at Manhattan's Battery and then panning northward along the East River shoreline.",tt00000256,158,
,,,,France,Alice Guy,,None,,,,Silent,,La résurrection,,,,tt00000257,,
,,,,France,Alice Guy,"Short , Comedy",None,,,,Silent,,Mésaventure d'un charbonnier,,,,tt00000255,,
,,,,France,Alice Guy,"Short , Comedy",None,,,,Silent,,Monnaie de lapin,,,,tt00000254,,
,,,,France,Alice Guy,"Short , Comedy",None,,,,Silent,,La mauvaise soupe,,,,tt00000252,,
,,,,Spain,Fructuós Gelabert,"Short , Documentary",None,,,3min,Silent,,Llegada del vapor Bellver a Mallorca,,,Short documentary that shows the entry into Mallorca's harbour of the steamboat Bellver (Balearic Islands mail-boat).,tt00000250,,
,5.4,,,United Kingdom,Arthur Melbourne Cooper,"Animation , Short",None,,1899 (United Kingdom),1min,Silent,,Matches: An Appeal,,,"A stop-motion match makes a written appeal to the audience, asking them to send money that will go to matches for British soldiers fighting overseas.",tt00000251,118,
,4.8,,,United Kingdom,Walter R. Booth,"Short , Horror",None,,September 1899 (United Kingdom),,Silent,,The Miser's Doom,,,A miser dies of shock when the ghost of a poor woman appears.,tt00000253,25,
,,,,United Kingdom,George Albert Smith,,None,,June 1899 (United Kingdom),,Silent,,The Legacy,,,,tt00000249,,
1.33 : 1,6.1,,,United Kingdom,George Albert Smith,"Short , Comedy , Romance",None,,November 1899 (United Kingdom),1min,Silent,"Laura Bayley , George Albert Smith",The Kiss in the Tunnel,,4,A humorous subject intended to be run as a part of a railroad scene during the period in which the train is passing through a tunnel.,tt00000248,1.5K,13
1.33 : 1,5.0,,,United Kingdom,,"Short , Drama",None,,"September 20, 1899 (United States)",5min,Silent,"Herbert Beerbohm Tree , Dora Tulloch , Charles Sefton",King John,,2,"King John does whatever it takes to keep himself on the throne of England, making enemies of the pope, France, and his nephew along the way.",tt00000247,455,5
,,,,France,Alice Guy,,None,,,,Silent,,Erreur judiciaire,,,,tt00000244,,
,,,,France,Alice Guy,"Short , Comedy",None,,,,Silent,,Le déjeuner des enfants,,,,tt00000243,,
,6.4,,,France,"Georges Méliès , (uncredited)","Short , Fantasy",None,,,1min,Silent,,L'impressionniste fin de siècle,,2,A magician and his assistant perform numerous magic acts.,tt00000246,981,8
,6.2,,,United States,,"Short , Comedy , Fantasy , Horror",None,,August 1899 (United States),,Silent,,The Haunted House,,,"Silas Hayseed arrives in town and proceeds to put up a hotel noted for its 'tables,' which are all made of hard wood. The country yokel is shown to his room and divests himself of his best S...",tt00000245,48,
,,,,France,Alice Guy,"Short , Drama",None,,,,Silent,,Les dangers de l'alcoolisme,,,,tt00000238,,
,,,,France,Alice Guy,,None,,,,Silent,,La descente de croix,,,,tt00000241,,
,,,,France,Alice Guy,,None,,,,Silent,,Courte échelle,,,,tt00000236,,
1.33 : 1,6.2,,Not Rated,France,"Georges Méliès , (uncredited)","Short , Adventure , Fantasy , Horror",None,,,1min,Silent,"Jehanne d'Alcy , Georges Méliès , (unconfirmed)",La colonne de feu,"H. Rider Haggard , (novel ""She"") (uncredited)",5,A devil conjures up a dancing woman from a mystical flame.,tt00000235,747,8
,,,,France,Alice Guy,,None,,,,Silent,,Le crucifiement,,,,tt00000237,,
1.36 : 1,4.5,,,United States,,"Short , Documentary",,,May 1899 (United States),1min,Silent,,Distributing a War Extra,,,"""This scene shows a crowd of newsboys running to meet the 'World' newspaper delivery wagon, and falling back to the point of distribution. There is a mad scramble for papers, and fight betwe...",tt00000240,84,
,5.5,,,France,Alice Guy,,None,,,2min,Silent,,Danse serpentine par Mme. Bob Walter,,,,tt00000239,218,
,6.4,,Not Rated,France,"Georges Méliès , (uncredited)","Short , Fantasy , Horror",None,,"June 30, 1900 (United States)",3min,Silent,,Le diable au couvent,"Georges Méliès , (uncredited)",3,Satan appears in a convent and takes the guise of a priest. Before long he is causing all manner of perturbation and despair.,tt00000242,1.1K,10
1.33 : 1,6.1,,,France,Georges Méliès,"Short , Horror",None,,1899 (France),1min,Silent,"Jehanne d'Alcy , Georges Méliès",Cléopâtre,,,"A man digging inside an Egyptian tomb chops up a mummy, then resurrects the woman inside it.",tt00000234,66,
,,,,France,Alice Guy,"Short , Comedy",None,,,,Silent,,Le chiffonnier,,,,tt00000232,,
,4.2,,,United Kingdom,"Henry Short , (uncredited)","Documentary , Short",None,"Paul's Animatograph Works , Robert W. Paul",1896 (United Kingdom),1min,Silent,,Portuguese Railway Train,,,"The film has two parts: the first shows the train arriving at Cais do Sodré provisional station, where uniformed porters and railways personnel are awaiting it; and the second part shows the...",tt00000231,15,
,6.0,,,Spain,Fructuós Gelabert,"Short , Animation",None,,,2min,Silent,,Choque de dos transatlánticos,"Fructuós Gelabert , (screenplay)",,Short animation film that shows two transatlantics colliding.,tt00000233,10,
1.33 : 1,4.5,,TV-G,United States,,"Short , Sport",None,,April 1899 (United States),1min,Silent,,Casey at the Bat,"Ernest Lawrence Thayer , (poem)",,"""The umpire makes a decision that Casey doesn't like, and an argument follows, during which Casey deftly trips him up, and continues the argument on the ground. The other players run from th...",tt00000229,102,
,4.9,,Not Rated,France,Alice Guy,,None,,1899 (France),1min,Silent,,La bonne absinthe,,1,A customer places an order at a cafe. While reading his newspaper he doesn't pay attention to the bottles brought by the waiter.,tt00000228,247,3
1.33 : 1,6.5,,Not Rated,France,"Georges Méliès , (uncredited)","Short , Drama , Family , Fantasy , Romance",None,"Georges Méliès , Star-Film",October 1899 (France),6min,Silent,"Mlle Barral , Bleuette Bernon , Carmelli",Cendrillon,"Charles Perrault , (story ""Cinderella"") (uncredited)",5,"A fairy godmother magically turns Cinderella's rags to a beautiful dress, and a pumpkin into a coach. Cinderella goes to the ball, where she meets the Prince - but will she remember to leave...",tt00000230,1.5K,10
,,,,United Kingdom,,,None,,,,Silent,,Boat Race,,,,tt00000226,,
,,,,United Kingdom,Sir Robert Ashe,"Short , Drama , War",None,,November 1899 (United Kingdom),,Silent,,Bombardment of Mafeking,,,Soldiers play cards and jeer as shells burst around them.,tt00000227,,
,5.4,,,France,Alice Guy,,None,,,,Silent,,L'aveugle,,,,tt00000223,18,
,,,,United Kingdom,,,None,,,,Silent,,Battlefield,,,,tt00000224,,
,4.6,,Not Rated,France,Alice Guy,"Short , Comedy",None,,,1min,Silent,,Au cabaret,,,Everyone knows that mixing gambling and liquor can produce unexpected and occasionally dangerous results. As true today as it was back in the late-1800s (when this dramatic short subject was...,tt00000222,210,
1.33 : 1,5.2,,,France,,"Short , Family , Fantasy , Romance",None,,,,Silent,,La belle et la bête,"Jeanne-Marie Leprince de Beaumont , (story)",,,tt00000225,35,
,,,,United Kingdom,,"Short , Romance",None,,1901 (United Kingdom),,Silent,,The Artist and the Flower Girl,,,"An artist saves a girl from snow, hides her from friends and she creeps away.",tt00000220,,
,,,,Portugal,Manuel Maria da Costa Veiga,"Documentary , Short",None,,,,Silent,,Aspectos da Praia de Cascais,,,,tt00000221,,
,6.6,,,United Kingdom,George Albert Smith,"Short , Fantasy",None,,November 1899 (United Kingdom),,Silent,,Aladdin and the Wonderful Lamp,,,,tt00000219,30,
1.33 : 1,5.9,,,France,Georges Méliès,"Short , Biography , Drama",None,,"November 4, 1899 (United States)",13min,Silent,,L'affaire Dreyfus,Georges Méliès,2,Dramatized re-enactments of the events of the Dreyfus-affair from 1894 to 1899.,tt00000218,575,7
,,,,United Kingdom,George Albert Smith,,None,,,,Silent,,Waves and Spray,,,,tt00000217,,
,,,,Spain,Fructuós Gelabert,"Short , News",None,,,,Silent,"Maria Christina of Austria , King Alfonso XIII",Visita de Doña María Cristina y Alfonso XIII a Barcelona,,,"A short documentary that shows the visit to Barcelona of King Alfonso XIII - aged 11 years old - and his mother, Doña María Cristina, in February 1898.",tt00000216,,
,,,,United Kingdom,Henry Short,,None,,,,Silent,,Saida do Paquete Duque de Braganca,,,,tt00000212,,
,4.2,,,Czechoslovakia,Jan Krízenecký,"Short , Documentary",None,,,,Silent,,Smích a plác,Josef Sváb-Malostranský,,,tt00000215,116,
,4.5,,Not Rated,United States,J. Stuart Blackton,"Short , War",None,,,,Silent,,Tearing Down the Spanish Flag,,,The film consists of a single shot of a hand tearing down a Spanish flag.,tt00000214,86,
,4.6,,Not Rated,France,Alice Guy,,None,,,1min,Silent,,Scène d'escamotage,,,"DISAPPEARING ACT represents, as you might suspect, a magic act. Not any ordinary act, however. More of a ""metamorphosis"" in the hands of director Alice Guy. In the parlance of the era, the s...",tt00000213,210,
,5.2,,,France,Georges Méliès,,None,,,1min,Silent,,Les rayons Röntgen,,,"A scientist uses an x-ray machine to extract the skeleton out of a patient. After the skeleton is out of the mans body, with his skin lying on the floor, the skeleton begins to dance about t...",tt00000210,27,
1.33 : 1,7.5,,Not Rated,France,"Georges Méliès , (uncredited)","Short , Comedy , Fantasy , Horror , Sci-Fi",None,"Georges Méliès , Star-Film",1898 (France),3min,Silent,"Jehanne d'Alcy , (uncredited) , Georges Méliès , (uncredited)",La lune à un mètre,"Georges Méliès , (uncredited)",5,An astronomer falls asleep and has a strange dream involving a fairy queen and the Moon.,tt00000211,3.8K,18
,5.1,,,United Kingdom,George Albert Smith,"Short , Horror",None,,August 1898 (United Kingdom),,Silent,,Photographing a Ghost,,,"Photographer tries to take a picture of a ghost, but it won't keep still and then vanishes.",tt00000209,27,
,5.5,,,Spain,Fructuós Gelabert,"Documentary , Short",None,,,,Silent,,"Llegada de un tren a la estación de ferrocarril del Norte, de Barcelona",,,Short documentary where a train arrives at the station.,tt00000206,12,
,5.5,,,France,Alice Guy,"Short , Comedy , Sport",None,,,1min,Silent,,Leçons de boxe,,,,tt00000205,26,
,,,,United States,William K.L. Dickson,"Short , News",None,,,,Silent,,Indian War Council,,,"""Here is a group of genuine Sioux Indians sitting around in a war council, deliberating. Buffalo Bill is addressing them.""",tt00000201,,
1.33 : 1,5.7,,,United Kingdom,George Albert Smith,"Comedy , Short",None,,July 1897 (United Kingdom),1min,Silent,,The Miller and the Sweep,,1,"In front of a flour mill, two men fight. One is the miller, and he's swinging a bag of flour in the scuffle. The other is a chimney sweep, and he's swinging what may be a bag of flour, but w...",tt00000208,520,10
,5.9,,,United Kingdom,,"Documentary , Short",None,"Paul's Animatograph Works , Robert W. Paul",,,Silent,,London Express,,,,tt00000207,12,
,,,,France,Alice Guy,,None,,,,Silent,,Le jardin des oliviers,,,,tt00000202,,
,,,,France,Alice Guy,,None,,,,Silent,,Je vous y prrrrends!,,,,tt00000203,,
,5.7,,,France,Alice Guy,,None,,,,Silent,,Jésus devant Pilate,,,,tt00000204,14,
,5.0,,,France,Alice Guy,,None,,,1min,Silent,,La fuite en Égypte,,,,tt00000198,16,
,4.4,,,Spain,,"Documentary , Short , Sport",None,,"December 27, 1898 (Spain)",,Silent,,Gran corrida de toros,,,Short documentary about the bullfighter Luis Mazzantini.,tt00000200,11,
,4.9,,,France,Alice Guy,,None,,,1min,Silent,,La flagellation,,,,tt00000197,15,
,5.2,,,United Kingdom,George Albert Smith,"Short , Fantasy",None,,August 1898 (United Kingdom),,Silent,,Faust and Mephistopheles,"Johann Wolfgang von Goethe , (novel)",,"Satan conjures a vision of a girl, for whom an old man signs a pact and is made young.",tt00000196,25,
,,,,France,Alice Guy,"Short , Comedy",None,,,,Silent,,Les farces de Jocko,,,,tt00000195,,
,5.5,,,United Kingdom,Cecil M. Hepworth,"Documentary , Short",None,,,,Silent,,Express Train on a Railway Cutting,,,,tt00000194,83,
,,,,France,Alice Guy,,None,,,,Silent,,L'entrée à Jérusalem,,,,tt00000193,,
,4.5,,,United States,James H. White,,None,,,,Silent,,"Ella Lola, a la Trilby","George L. Du Maurier , (novel ""Trilby"")",2,"Dancer Ella Lola dances a routine based on the famous character of ""Trilby"".",tt00000192,175,1
,4.3,,,United Kingdom,,,None,,,,Silent,,Glasgow Fire Engine,,,,tt00000199,13,
,,,,France,Alice Guy,,None,,,,Silent,,Déménagement à la cloche de bois,,,,tt00000191,,
,5.0,,,Czechoslovakia,Jan Krízenecký,"Short , Comedy",,"Jan Krízenecký , Josef Pokorný","July 1, 1898 (Czechoslovakia)",1min,Silent,"Josef Sváb-Malostranský , Ferdinand Gýra",Dostavenícko ve mlýnici,"Josef Sváb-Malostranský , (screenplay)",,Josef Sváb-Malostranský unrolls a poster in front of a mill with the words Czech Cinematograph. All the actors in the film gather around him. An old philanderer meets up with the miller's wi...,tt00000190,129,
,4.0,,,United Kingdom,Robert W. Paul,"Short , Drama",None,,,,Silent,,The Deserter,,,,tt00000188,11,
,6.1,,,United Kingdom,George Albert Smith,"Short , Drama",None,,August 1898 (United Kingdom),,Silent,,The Corsican Brothers,"Alexandre Dumas , (novel)",,The ghost of a man's twin shows him a vision of how he was killed in a duel.,tt00000183,34,
,5.3,,,France,Alice Guy,,None,,,1min,Silent,,La cène,,,,tt00000187,46,
,,,,France,Alice Guy,,None,,,,Silent,,La crèche à Bethléem,,,,tt00000185,,
,4.2,,,France,Georges Méliès,"Short , War",None,,,,Silent,,Le cuirassé Maine,,,,tt00000186,21,
,,,,Spain,Fructuós Gelabert,,None,,,,Silent,,Dorotea,Fructuós Gelabert,,,tt00000189,,
,4.9,,Not Rated,United Kingdom,Robert W. Paul,"Short , Comedy",None,,1898 (France),1min,Silent,,"Come Along, Do!",,2,A couple look at a statue while eating in an art gallery.,tt00000182,514,10
,,,,France,Alice Guy,,None,,,,Silent,,Le chemin de croix,,,,tt00000180,,
,6.7,,,United Kingdom,George Albert Smith,"Short , Fantasy",None,,August 1898 (United Kingdom),,Silent,,Cinderella,"Charles Perrault , (story ""Cendrillon"")",,,tt00000181,55,
1.33 : 1,4.8,,,United States,James H. White,"Western , Short",None,,May 1899 (United States),1min,Silent,,Cripple Creek Bar-Room Scene,,1,"A vignette of a barroom/liquor-store in the West, no plot per se. However this short is usually regarded as the first ""Western"" in the sense that it depicts a western scene.",tt00000184,303,7
,5.2,,,United States,Edwin S. Porter,"Short , Horror",None,,December 1898 (United States),1min,Silent,,The Cavalier's Dream,,1,"""He sits asleep at a bare table; old witch enters, raps three times, then disappears; cavalier sees table spread for a sumptuous repast. Mephistopheles appears; then the old witch, who sudde...",tt00000178,151,2
,4.5,,,France,Georges Méliès,"Short , Horror",None,,,,Silent,,La caverne maudite,,,A young woman stumbles across a cave that is populated by the spirits and skeletons of people who died there under mysterious circumstances.,tt00000179,38,
,4.6,,Not Rated,United States,J. Stuart Blackton,"Short , Crime",,"Edison Manufacturing Company , Vitagraph Company of America",September 1898 (United States),1min,Silent,,The Burglar on the Roof,,1,"There is a burglar on the rooftop of a Manhattan office building, and he is trying to break in. Two women spot him, and one of them begins beating him with a broom as they wait for help to a...",tt00000177,224,5
,5.0,,,United Kingdom,Henry Short,"Documentary , Short",None,,"October 29, 1896 (Portugal)",1min,Silent,,A Sea Cave Near Lisbon,,1,"The water beats relentlessly against the Hell's Mouth (Boca do Inferno), one of the main natural attractions of Lisbon's west coast, filmed from above almost in a vertical plunge onto the de...",tt00000175,195,3
,4.7,,,,Jan Krízenecký,"Short , Comedy",,"Jan Krízenecký , Josef Pokorný","July 1, 1898 (Czechoslovakia)",1min,Silent,"Josef Sváb-Malostranský , Ferdinand Gýra",Výstavní párkar a lepic plakátù,"Josef Sváb-Malostranský , (story)",,,tt00000174,116,
,4.4,,,France,Alice Guy,"Short , Comedy",None,,,,Silent,,Une nuit agitée,,,,tt00000171,13,
,4.7,,,United States,J. Stuart Blackton,"Short , War",None,,,,Silent,,Battle of Santiago Bay,,,,tt00000173,45,
1.33 : 1,5.2,,,United Kingdom,Robert W. Paul,"Comedy , Short",None,,August 1896 (United Kingdom),1min,Silent,,The Twins' Tea Party,,1,"One of the prettiest pictures of child life we have yet offered. Two pretty children are seated in their high chairs playing ""Tea Party"" with their dishes arranged about them. They become en...",tt00000170,223,3
,3.9,,,,Alexandre Promio,,None,,"July 3, 1897 (Sweden)",1min,Silent,,Slagsmål i gamla Stockholm,,,"In 17th-century Sweden, two soldiers battle over the affections of a girl.",tt00000169,38,
,5.0,,,United Kingdom,,,None,,,,Silent,,Brittania,,,,tt00000176,10,
,4.1,,,Spain,Fructuós Gelabert,"Documentary , Short",None,,,1min,Silent,,Salida del público de la iglesia parroquial de Santa María de Sans,,,Short documentary where people come out of a church in Barcelona.,tt00000168,15,
,6.1,,,United Kingdom,George Albert Smith,"Short , Comedy , Horror",None,,October 1897 (United Kingdom),1min,Silent,"Laura Bayley , Tom Green",The X-Ray Fiend,,2,"A man and woman are flirting when a professor turns on an X-ray machine, revealing their insides. After turning it off again the two have a dispute and break up.",tt00000172,791,9
,4.2,,,Spain,Eduardo Jimeno,"Documentary , Short",None,,,,Silent,,Salida de misa de doce del Pilar de Zaragoza,,,Short documentary where people come out of a church in Zaragoza.,tt00000167,129,
,4.8,,,Spain,Fructuós Gelabert,"Documentary , Short",None,,,1min,Silent,,Salida de los trabajadores de la fábrica España Industrial,,,Short documentary where workers come out of a factory.,tt00000166,14,
,4.8,,,Spain,Fructuós Gelabert,,None,,,1min,Silent,"José Amigo , Antonio Fino , Fructuós Gelabert",Riña en un café,"Fructuós Gelabert , (screenplay) (story)",,"Reconstructed by the director in 1952 from a 1897 version, this short film shows Gelabert sitting down at a bar terrace, playing with a walking stick. Several men are sitting down too. A gir...",tt00000165,108,
,3.4,,,France,Alice Guy,"Short , Comedy",None,,,,Silent,,Idylle interrompue,,,,tt00000158,14,
,5.4,,Not Rated,France,Alexandre Promio,"Documentary , Short",None,,,1min,Silent,,Les chutes,,1,A stationary camera looks west across Niagara Falls from the United States' side (the Niagara River rushes toward the falls from right to left). Virtually overlooking the falls and surrounde...,tt00000162,436,9
,3.9,,,France,Alice Guy,"Short , Comedy",None,,,,Silent,,Leçon de danse,,,,tt00000161,13,
,4.1,,,France,Alice Guy,,None,,,,Silent,,Idylle,,,,tt00000157,14,
,5.4,,,United Kingdom,Walter R. Booth,"Short , Drama",None,,July 1900 (United Kingdom),,Silent,,The Last Days of Pompeii,,,Vesuvius erupts and people escape from a room as the ceiling falls.,tt00000160,25,
,5.3,,,France,Alice Guy,"Short , Comedy",None,,,,Silent,,Le planton du colonel,,,,tt00000163,12,
,5.3,,,France,Georges Méliès,"Short , Horror",None,,,1min,Silent,,Le cabinet de Méphistophélès,,,"""The picture shows the Devil working at a fire. Two cavaliers appear, and the Devil takes the form of a seer, old, bent and wrinkled. Then he disappears in a cloud of smoke, to reappear shor...",tt00000159,100,
,5.0,,Not Rated,France,Alice Guy,"Short , Comedy",None,,"September 1, 2009 (United States)",1min,Silent,,Le pêcheur dans le torrent,,,"It could be said that the essence of comedy is the misfortune of others. Among other things, of course. In THE FISHERMAN AT THE STREAM, our fisherman is set upon by a band of swimmers (for t...",tt00000164,270,
,5.1,,,France,Georges Méliès,,None,,,,Silent,,Le magnétiseur,,,,tt00000155,25,
,4.0,,,France,Georges Méliès,"Short , Comedy",None,,1896 (France),,Silent,,L'hôtel empoisonné,,,,tt00000156,20,
,4.1,,,United Kingdom,Birt Acres,"Short , News , Sport",None,,"March 17, 1897 (United Kingdom)",,Silent,,Henley Regatta,,,,tt00000154,12,
,6.1,,,France,Georges Méliès,"Short , Fantasy , Horror",None,,1897 (France),2min,Silent,,L'hallucination de l'alchimiste,,1,"Misidentified as Alchimiste Parafaragaramus ou La cornue infernale (1906), sadly, this film is currently presumed lost; however, according to Wikipedia, an anthropomorphous star with five fe...",tt00000152,218,4
,5.7,,,United Kingdom,George Albert Smith,"Short , Horror",None,,December 1897 (United Kingdom),1min,Silent,,The Haunted Castle,,2,A King (played by Georges Méliès) shows up at his new castle where he is haunted.,tt00000153,391,7
,3.7,,,France,Alice Guy,,None,,,,Silent,,Le Coucher d'Yvette,,,,tt00000148,13,
,5.1,,,France,Georges Méliès,,None,"Georges Méliès , Star-Film",,,Silent,,Faust et Marguerite,,,,tt00000151,50,
1.65 : 1,5.2,,,United States,Enoch J. Rector,"Documentary , Short , News , Sport",None,,"May 22, 1897 (United States)",20min,Silent,"James J. Corbett , Bob Fitzsimmons , Billy Madden",The Corbett-Fitzsimmons Fight,,,The first known feature film! A very unusual filmed record of the Corbett-Fitzsimmons fight originally ran over 90 minutes in length.,tt00000147,418,
,3.8,,,France,Alice Guy,"Short , Comedy",None,,,,Silent,,En classe,,,,tt00000145,12,
,5.1,,,France,Alice Guy,"Short , Comedy",None,,,,Silent,,Le cocher de fiacre endormi,,,,tt00000146,25,
1.33 : 1,4.8,,,France,Georges Méliès,"Short , Comedy",None,"Georges Méliès , Star-Film",January 1903 (United States),,Silent,,Dans les coulisses,,,In which is seen all that usually transpires on the stage. Property men are setting scenery and continually collide with an old sport who is there to pay court to his favorite ballet dancer....,tt00000149,19,
,5.3,,,France,Alice Guy,"Documentary , Short",None,,"May 18, 1897 (France)",1min,Silent,,Danse fleur de lotus,,,,tt00000150,146,
,5.2,,,France,Alice Guy,"Comedy , Short",None,,"September 1, 2009 (United States)",1min,Silent,,Chez le magnétiseur,,,The Magnetizer uses his powers to change the costumes of the three other players.,tt00000144,271,
,5.3,,,France,Alice Guy,"Documentary , Short",None,,,2min,Silent,,Ballet libella,,,,tt00000141,85,
,4.9,,Not Rated,France,Alice Guy,"Comedy , Short",None,,1898 (France),1min,Silent,,Les cambrioleurs,,,Alice Guy's brief THE BURGLARS takes a classic cops-and-robbers set-up and places it upon the roofs of Paris circa late-1800s (albeit a Méliès-like set that approximates the city skyline). S...,tt00000143,230,
,5.4,,,France,Alice Guy,,None,,,,Silent,,L'aveugle,,,,tt00000139,23,
,5.0,,,France,Alice Guy,,None,,"September 1, 2009 (United States)",1min,Silent,,Baignade dans le torrent,,,,tt00000140,260,
,4.7,,,United States,James H. White,"Short , News",None,,May 1897 (United States),,Silent,,Buffalo Bill and Escort,,,McKinley Inaugural Parade.,tt00000142,28,
1.36 : 1,6.7,,,United States,William K.L. Dickson,"Documentary , Short",None,,"September 12, 1896 (United States)",,Silent,,A Watermelon Feast,,,"""A family revelling in a feast of the favorite food of their race.""",tt00000135,77,
,4.6,,,United Kingdom,,"Short , Music",None,,February 1896 (United Kingdom),,Silent,,The Wandering Negro Minstrels,,,"Five London buskers dance and play banjos, tambourines, and bones.",tt00000134,17,
,6.5,,,France,Georges Méliès,,None,,,,Silent,,La voiture du potier,,,,tt00000133,32,
,6.5,,Not Rated,France,"Georges Méliès , (uncredited)","Short , Comedy , Horror",None,,1897 (France),2min,Silent,,L'auberge ensorcelée,"Georges Méliès , (uncredited)",2,"At a solitary cheap inn, a distant traveller overcome with fatigue has a close encounter with the supernatural.",tt00000138,1K,10
,5.1,,Not Rated,France,"Georges Méliès , (uncredited)","Short , Biography",None,"Georges Méliès , Star-Film",1896 (France),1min,Silent,"Octavie Huvier , (uncredited) , Gaston Méliès , (uncredited) , Georges Méliès , (uncredited)",Une partie de cartes,Georges Méliès,2,"In what is considered to be the first remake in the history of cinema, the grand French director, Georges Méliès, directs his very first short film, influenced by the Lumière Brothers' origi...",tt00000132,973,12
,5.5,,,France,Georges Méliès,,None,,,,Silent,,Une altercation au café,,,,tt00000130,26,
,5.8,,Not Rated,France,Georges Méliès,"Short , Comedy , Horror",None,,1896 (France),1min,Silent,,Une nuit terrible,,4,"A man tries to get a good night's sleep, but is disturbed by a giant spider that leaps onto his bed, and a battle ensues in hilarious comic fashion.",tt00000131,1.3K,11
,6.7,,,France,Georges Méliès,,None,,,,Silent,,Un petit diable,,,"Little is known about this lost film, which presumably features an unruly child to comedic effect.",tt00000129,47,
1.33 : 1,4.7,,,France,Alice Guy,"Short , Comedy",None,,,,Silent,,Au réfectoire,,,,tt00000137,27,
1.33 : 1,7.1,,Not Rated,France,Louis Lumière,"Short , Comedy",None,"Lumière , Société des Etablissements L. Gaumont",1896 (Finland),1min,Silent,"François Clerc , Benoît Duval",L'arroseur arrosé,,8,An impudent child plays a prank on a gardener innocently watering his plants.,tt0000014,5K,23
,5.9,,,France,Georges Méliès,,None,,,,Silent,,Un lycée de jeunes filles,,,,tt00000128,35,
,4.5,,,France,Georges Méliès,"Short , Comedy",None,,,,Silent,,Les tribulations d'un concierge,,,,tt00000127,23,
,4.7,,,United Kingdom,,,None,,,,Silent,,The Terrible Railway Accident,,,,tt00000125,13,
,5.7,,,France,Georges Méliès,,None,,1896 (France),,Silent,,Séance de prestidigitation,,,Boognish the goddemon Wants your soul to perform tricks for him. WEEN is your only salvation.,tt00000123,107,
,5.9,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Tempête sur la jetée du treport,,,,tt00000124,27,
,5.8,,,France,Georges Méliès,,None,,,,Silent,,Tom Old Boot,,,,tt00000126,26,
,4.5,,,United Kingdom,Alfred Moul,"Short , Comedy",None,,1898 (France),1min,Silent,"Fred Storey , Julie Seale , Ellen Daws",The Soldier's Courtship,,,"A woman sitting on a bench is approached by a soldier. Momentarily, she refuses his advances, but in no time at all, they are kissing each other passionately.",tt00000121,68,
